"Seitenname","Likes_aktuell","Datum_aktuell","Likes_vorherig","Datum_vorherig","Absolute_Veraenderung","Prozentuale_Veraenderung","Veraenderung_Text"
"CDU Stadt Hannover",1788,"2026-05-11",1788,"2026-05-04",0,0,"0"
"CDU Fraktion Hannover",818,"2026-05-11",819,"2026-05-04",-1,-0.12,"-1"
"SPD Stadt Hannover",3285,"2026-05-11",3287,"2026-05-04",-2,-0.06,"-2"
"SPD Fraktion Hannover",2704,"2026-05-11",2709,"2026-05-04",-5,-0.18,"-5"
"Grüne Stadt Hannover",3709,"2026-05-11",3708,"2026-05-04",1,0.03,"+1"
"Grüne Fraktion Hannover",1305,"2026-05-11",1301,"2026-05-04",4,0.31,"+4"
"Grüne Kandidat Hannover",1305,"2026-05-11",1301,"2026-05-04",4,0.31,"+4"
"FDP Stadt Hannover",743,"2026-05-11",743,"2026-05-04",0,0,"0"
"AfD Stadt Hannover",9199,"2026-05-11",9180,"2026-05-04",19,0.21,"+19"
"AfD Fraktion Hannover",3602,"2026-05-11",3598,"2026-05-04",4,0.11,"+4"
"Volt Stadt Hannover",532,"2026-05-11",530,"2026-05-04",2,0.38,"+2"
"Linke Stadt Hannover",1191,"2026-05-11",1191,"2026-05-04",0,0,"0"
"Linke Fraktion Hannover",806,"2026-05-11",806,"2026-05-04",0,0,"0"
"Piraten Stadt Hannover",519,"2026-05-11",NA,"2026-05-04",519,100,"0"
"Die Hannoveraner Stadt Hannover",1191,"2026-05-11",1191,"2026-05-04",0,0,"0"
"Die PARTEI Stadt Hannover",5585,"2026-05-11",5583,"2026-05-04",2,0.04,"+2"
"Freie Wähler Stadt Hannover",189,"2026-05-11",189,"2026-05-04",0,0,"0"
"CDU Stadt Braunschweig",1066,"2026-05-11",1069,"2026-05-04",-3,-0.28,"-3"
"CDU Fraktion Braunschweig",1299,"2026-05-11",1297,"2026-05-04",2,0.15,"+2"
"SPD Stadt Braunschweig",1608,"2026-05-11",1607,"2026-05-04",1,0.06,"+1"
"SPD Fraktion Braunschweig",664,"2026-05-11",665,"2026-05-04",-1,-0.15,"-1"
"SPD Kandidat Braunschweig",1075,"2026-05-11",1076,"2026-05-04",-1,-0.09,"-1"
"Grüne Stadt Braunschweig",1050,"2026-05-11",1049,"2026-05-04",1,0.1,"+1"
"FDP Stadt Braunschweig",864,"2026-05-11",865,"2026-05-04",-1,-0.12,"-1"
"AfD Fraktion Braunschweig",3173,"2026-05-11",3175,"2026-05-04",-2,-0.06,"-2"
"Volt Stadt Braunschweig",517,"2026-05-11",516,"2026-05-04",1,0.19,"+1"
"Linke Stadt Braunschweig",1194,"2026-05-11",1196,"2026-05-04",-2,-0.17,"-2"
"BIBS Stadt Braunschweig",NA,"2026-05-11",NA,"2026-05-04",NA,100,"0"
"Die PARTEI Stadt Braunschweig",2464,"2026-05-11",2465,"2026-05-04",-1,-0.04,"-1"
