"Seitenname","Likes_aktuell","Datum_aktuell","Likes_vorherig","Datum_vorherig","Absolute_Veraenderung","Prozentuale_Veraenderung","Veraenderung_Text"
"CDU Stadt Hannover",1796,"2026-05-25",1788,"2026-05-18",8,0.45,"+8"
"CDU Fraktion Hannover",816,"2026-05-25",817,"2026-05-18",-1,-0.12,"-1"
"SPD Stadt Hannover",3283,"2026-05-25",3285,"2026-05-18",-2,-0.06,"-2"
"SPD Fraktion Hannover",2726,"2026-05-25",2712,"2026-05-18",14,0.52,"+14"
"Grüne Stadt Hannover",3711,"2026-05-25",3711,"2026-05-18",0,0,"0"
"Grüne Fraktion Hannover",1315,"2026-05-25",1308,"2026-05-18",7,0.54,"+7"
"Grüne Kandidat Hannover",1315,"2026-05-25",1308,"2026-05-18",7,0.54,"+7"
"FDP Stadt Hannover",743,"2026-05-25",744,"2026-05-18",-1,-0.13,"-1"
"AfD Stadt Hannover",9252,"2026-05-25",9208,"2026-05-18",44,0.48,"+44"
"AfD Fraktion Hannover",3608,"2026-05-25",3603,"2026-05-18",5,0.14,"+5"
"Volt Stadt Hannover",539,"2026-05-25",538,"2026-05-18",1,0.19,"+1"
"Linke Stadt Hannover",1190,"2026-05-25",1192,"2026-05-18",-2,-0.17,"-2"
"Linke Fraktion Hannover",808,"2026-05-25",807,"2026-05-18",1,0.12,"+1"
"Piraten Stadt Hannover",517,"2026-05-25",518,"2026-05-18",-1,-0.19,"-1"
"Die Hannoveraner Stadt Hannover",1194,"2026-05-25",1191,"2026-05-18",3,0.25,"+3"
"Die PARTEI Stadt Hannover",5580,"2026-05-25",5583,"2026-05-18",-3,-0.05,"-3"
"Freie Wähler Stadt Hannover",189,"2026-05-25",189,"2026-05-18",0,0,"0"
"CDU Stadt Braunschweig",1067,"2026-05-25",1068,"2026-05-18",-1,-0.09,"-1"
"CDU Fraktion Braunschweig",1297,"2026-05-25",1297,"2026-05-18",0,0,"0"
"SPD Stadt Braunschweig",1612,"2026-05-25",1611,"2026-05-18",1,0.06,"+1"
"SPD Fraktion Braunschweig",665,"2026-05-25",665,"2026-05-18",0,0,"0"
"SPD Kandidat Braunschweig",1074,"2026-05-25",1074,"2026-05-18",0,0,"0"
"Grüne Stadt Braunschweig",1053,"2026-05-25",1050,"2026-05-18",3,0.29,"+3"
"FDP Stadt Braunschweig",865,"2026-05-25",NA,"2026-05-18",865,100,"0"
"AfD Fraktion Braunschweig",3190,"2026-05-25",3182,"2026-05-18",8,0.25,"+8"
"Volt Stadt Braunschweig",518,"2026-05-25",518,"2026-05-18",0,0,"0"
"Linke Stadt Braunschweig",1202,"2026-05-25",1199,"2026-05-18",3,0.25,"+3"
"BIBS Stadt Braunschweig",NA,"2026-05-25",NA,"2026-05-18",NA,100,"0"
"Die PARTEI Stadt Braunschweig",2465,"2026-05-25",2466,"2026-05-18",-1,-0.04,"-1"
