"Seitenname","Likes_aktuell","Datum_aktuell","Likes_vorherig","Datum_vorherig","Absolute_Veraenderung","Prozentuale_Veraenderung","Veraenderung_Text"
"CDU Stadt Hannover",1822,"2026-08-03",1816,"2026-07-27",6,0.33,"+6"
"CDU Fraktion Hannover",832,"2026-08-03",831,"2026-07-27",1,0.12,"+1"
"SPD Stadt Hannover",3276,"2026-08-03",3275,"2026-07-27",1,0.03,"+1"
"SPD Fraktion Hannover",2738,"2026-08-03",2738,"2026-07-27",0,0,"0"
"Grüne Stadt Hannover",4290,"2026-08-03",4290,"2026-07-27",0,0,"0"
"Grüne Fraktion Hannover",1340,"2026-08-03",1338,"2026-07-27",2,0.15,"+2"
"Grüne Kandidat Hannover",1340,"2026-08-03",1338,"2026-07-27",2,0.15,"+2"
"FDP Stadt Hannover",740,"2026-08-03",740,"2026-07-27",0,0,"0"
"AfD Stadt Hannover",9700,"2026-08-03",9660,"2026-07-27",40,0.41,"+40"
"AfD Fraktion Hannover",3693,"2026-08-03",3687,"2026-07-27",6,0.16,"+6"
"Volt Stadt Hannover",545,"2026-08-03",544,"2026-07-27",1,0.18,"+1"
"Linke Stadt Hannover",1246,"2026-08-03",1247,"2026-07-27",-1,-0.08,"-1"
"Linke Fraktion Hannover",818,"2026-08-03",818,"2026-07-27",0,0,"0"
"Piraten Stadt Hannover",520,"2026-08-03",520,"2026-07-27",0,0,"0"
"Die Hannoveraner Stadt Hannover",1280,"2026-08-03",1270,"2026-07-27",10,0.79,"+10"
"Die PARTEI Stadt Hannover",5567,"2026-08-03",5566,"2026-07-27",1,0.02,"+1"
"Freie Wähler Stadt Hannover",189,"2026-08-03",189,"2026-07-27",0,0,"0"
"CDU Stadt Braunschweig",1069,"2026-08-03",1069,"2026-07-27",0,0,"0"
"CDU Fraktion Braunschweig",1317,"2026-08-03",1318,"2026-07-27",-1,-0.08,"-1"
"SPD Stadt Braunschweig",1631,"2026-08-03",1630,"2026-07-27",1,0.06,"+1"
"SPD Fraktion Braunschweig",669,"2026-08-03",667,"2026-07-27",2,0.3,"+2"
"SPD Kandidat Braunschweig",1078,"2026-08-03",1077,"2026-07-27",1,0.09,"+1"
"Grüne Stadt Braunschweig",1093,"2026-08-03",1090,"2026-07-27",3,0.28,"+3"
"FDP Stadt Braunschweig",860,"2026-08-03",860,"2026-07-27",0,0,"0"
"AfD Fraktion Braunschweig",3184,"2026-08-03",3186,"2026-07-27",-2,-0.06,"-2"
"Volt Stadt Braunschweig",NA,"2026-08-03",517,"2026-07-27",NA,100,"0"
"Linke Stadt Braunschweig",1211,"2026-08-03",1213,"2026-07-27",-2,-0.16,"-2"
"BIBS Stadt Braunschweig",NA,"2026-08-03",NA,"2026-07-27",NA,100,"0"
"Die PARTEI Stadt Braunschweig",2455,"2026-08-03",2456,"2026-07-27",-1,-0.04,"-1"
